text,label,standard
Trenin hareketinden mütevellit mütenevvi‘ menâzıra rağmen hepimiz zihnen meşgulüz,osmanlica,Trenin hareketiyle ortaya çıkan çeşitli manzaralara rağmen hepimiz zihinsel olarak meşgulüz.
İsmet Paşa heyetinin refakatında bulunarak sulh meselesi gibi bugün memleketin en mühim bir mesele-i hayâtiyesini hall etmek vazifesiyle mükellef olmak bile bu hüznü ta‘dile kâfi gelmiyor.,osmanlica,İsmet Paşa’nın heyetiyle birlikte ülkenin en önemli meselesi olan barışı çözmekle görevli olmak bile bu hüznü hafifletmeye yetmiyor.
Ma mafih yolculuk başladığından beri ekseriya seyahatlerde olduğu gibi bütün yolcular arasında samimi bir meveddet hasıl oldu.,osmanlica,Yolculuk başladığından beri genelde seyahatlerde olduğu gibi tüm yolcular arasında samimi bir dostluk oluştu.
bu defa İsmet Paşa’nın himmetiyle Türkçe matbuatı keyfiyeti itibarıyla değilse bile kemiyyeti itibarıyla mühim bir heyet tarafından temsil ediliyor.,osmanlica,Bu kez İsmet Paşa’nın desteğiyle Türk basını nitelik açısından olmasa da nicelik açısından önemli bir heyet tarafından temsil ediliyor.
Son günlerin dedikoduları birer birer yeniden hâdde-i tetkikten geçiriliyor ileri ve tevhid-i efkar münakaşaları ittihatcılık bahisleri hakimiyet-i milliye irtica ve softalık meseleleri etrafında bir hayli müdavele-i efkar ediliyor,osmanlica,Son günlerin dedikoduları tek tek yeniden inceleniyor; fikir birliği tartışmaları ittihatçılık milli egemenlik gericilik ve softalık konuları etrafında yoğun fikir alışverişi yapılıyor.
Bilmeyenler bildüm sanur bulmayanlar buldum sanur,osmanlica,Bilmeyenler bildiğini sanır bulmayanlar bulduğunu sanır.
Görmeyenler gördüm sanur nûr-ı zâtın yâ Rabbenâ,osmanlica,Görmeyenler bile “gördüm” sanır ey Rabbimiz senin zatının nurunu.
Ger enbiyâ ger evliyâ ger asfıyâ ger etkıyâ,osmanlica,İster peygamberler ister veliler ister arifler ister takva sahipleri olsun...
Oldılar mahar-ı zıyâ vech-i zâtın yâ Rabbenâ,osmanlica,Hepsi senin zatının yüzünün ışığına dönüşmüştür ey Rabbimiz.
Her kimi nûrun cezb ider ‘aşkın yolın turmaz güder,osmanlica,Nurun kimi cezbederse aşkının yolundan sapmadan yürür.
Dâim anı ihrâk ider aşk-ı zâtın yâ Rabbenâ,osmanlica,Onu daima yakıp kavuran senin zatına olan aşktır ey Rabbimiz.
Sensin âlemlerden gani ister bu cân senden seni,osmanlica,Sen âlemlerden müstağni olansın; bu can senden yalnız seni ister.
Ayırmasun cân u teni künh-i zâtın yâ Rabbenâ,osmanlica,Ey Rabbimiz can ile bedeni senin zatının özünden ayırmasın.
Ümmi Sinân fazlın ile gitmek dilerler ol ile,osmanlica,Ümmi Sinân senin lütfunla o yolda yürümek ister.
Sen mahrem eyledün hele sırr-ı zâtın yâ Rabbenâ,osmanlica,Sen sırrına ulaşmayı nasip ettin ey Rabbimiz.
Münezzeh zâtı bahrından nedür mevcin kılan peydâ,osmanlica,O kutsal zatın denizinden ortaya çıkan dalga nedir?
Ya ol deryâ-yı mutlakdan nedür evvel olan peydâ,osmanlica,O sonsuz denizden önce var olan şey nedir?
Ki zâtı lâ teayyünden haber sormak degül manâ,osmanlica,Çünkü tanımlanamayan zat hakkında bilgi istemek anlamlı değildir.
Anun âsâr-ı feyzinden haber virsün bilen peydâ,osmanlica,Bilen kişi onun feyzinin etkilerinden haber versin.
Çün ol ‘ummân-ı a˙amdan kılupdur nûrı ol câmi,osmanlica,O engin denizden o cami nurunu almıştır.
haberdâr ol kim ol nûrdan ne cevherdür olan peydâ,osmanlica,O nurdan ne cevher çıktığını bilen kişi haberdar olsun.
Budur ol yüce nûr-ı zât kılan cümle sıfâtı mât,osmanlica,O yüce zatın nuru tüm sıfatları yok eder.
Ne hâlik oldı ne mahlûk nedür bundan gelen peydâ,osmanlica,Ne yaratıcıdır ne yaratılmıştır; bu ortaya çıkan nedir?
Nedür ol zât-ı alâdan rızâ taleb kılan evvel,osmanlica,O yüce zattan rıza isteyen ilk varlık nedir
Ana hükm eyleyen sırran rızâ emrin kılan peydâ,osmanlica, Ona hükmeden ve rıza emrini veren sır nedir?
Ki yani isteye irzâ bilinmeklük durur alâ,osmanlica,Çünkü rıza istemek bilinmeyi arzulamak anlamına gelir.
Ki oldur ahsen ü ekber iden ‘irfân kılan peydâ,osmanlica,Çünkü en güzel ve en büyük olan irfanı ortaya çıkarandır.
Amânın ‘ilmini evvel ne sırdur eyleyen ihyâ,osmanlica,Âlemin bilgisini ilk dirilten sır nedir?
Ol ahter-i nev bu haverindir.,osmanlica,Bu haber yeni bir yıldızın doğuşudur.
Merhum Muallim Naci ve Ahmed Midhat efendilerin müştereken yazdıkları “Eş’âr-ı Şahane-i Osmaniyye” ünvanlı eserlerinde gazel-i mezkuru Fatih Sultan Mehmed Han hazretleri namına tahrîr ederek zirine bazı mütalaât-ı duradur yürütmüşlerdir,osmanlica,Merhum Muallim Naci ve Ahmed Midhat Efendi'nin birlikte yazdığı “Eş’âr-ı Şahane-i Osmaniyye” adlı eserde söz konusu gazeli Fatih Sultan Mehmed Han adına kaleme alarak altına bazı değerlendirmeler eklemişlerdir.
Halbuki gazel-i mezkurun makta beyti yukarıda beyan edildiği üzere Şeyhi’nin Şakaik-i Numâniyye zeylinde mevcud olduktan başka,osmanlica,Oysa söz konusu gazelin son beyti yukarıda belirtildiği gibi Şeyhi’nin Şakaik-i Numâniyye zeylinde yer almakta olup
o gazeli Sultan Mehmed Han-ı Rabi hazretleri 1067 senesinde vukua gelen muharebe esnasında henüz on altı yaşlarında iken inşad eylemiş,osmanlica,Sultan Mehmed Han-ı Rabi hazretleri bu gazeli 1067 yılında gerçekleşen savaş sırasında henüz on altı yaşındayken yazmıştır.
müteaddid mecmualarda görülmüş ve zaman-ı şahaneleri şuarâsından “Talatî” vesaire taraflarından da tahmis olunmuştur,osmanlica,Bu gazel birçok dergide yer almış ve Sultan’ın dönemindeki şairlerden Talatî gibi isimler tarafından da beşleme şeklinde yeniden yazılmıştır.
Afife Kadın dahi Sultan Mehmed Han-ı Rabi hazretlerinin kadınlarındandır.,osmanlica,Afife Kadın da Sultan Mehmed Han-ı Rabi hazretlerinin eşlerinden biridir.
Hengam-ı saltanatlarında dahil-i harem-seray-ı şahaneleri bulunduktan başka,osmanlica,Saltanatı döneminde saray hareminin içinde bulunmakla kalmayıp
1099 senesi Muharrem’inde halvethane-i istirahata meyl-i hümayun buyurdukları zaman,osmanlica,1099 yılı Muharrem ayında inzivaya çekilmek istediklerinde
zevce-i şahaneleri Gülnuş Sultân ile Afife kadını intihab ve ihtiyar ederek inzivagahlarında ikamet buyurdukları beş sene müddet zarfında dahi hizmet-i şahanelerinden ayırmamıştır.,osmanlica,Eşleri Gülnuş Sultan ve Afife Kadın’ı seçerek inziva yerlerinde beş yıl boyunca yanlarında tutmuş ve hizmetlerinden ayırmamıştır.
Afife vefakar veli nimetinin tac u taht-ı saltanata veda buyurdukları zaman milli bir üslub ile Sultan müşarünileyh hazretleri lisanından inşd eyledikleri manzume-i gurra el-hak asar-ı muhalledendir.,osmanlica,Afife vefakâr hükümdarın taç ve tahtına veda ettiği zaman onun diliyle milli bir üslupla yazdığı bu seçkin manzume gerçekten kalıcı eserlerdendir.
Afife-i taze zeban imzalarını “Afife Sultân” vaz etmiş olmaları şehriyar-ı müşarünileyhten îlad-ı evlad ile muhadderat-ı selatin-i izam idadına dâhil bulunduklarını işrab ediyor ise de tarihlerde buna dair henüz bir sarahat görülememiştir,osmanlica,Afife-i taze zeban’ın “Afife Sultan” imzasını kullanması hükümdardan çocuk sahibi olup büyük hanedan kadınları arasına girdiğini ima etse de tarih kaynaklarında buna dair açık bir bilgi bulunmamaktadır.
Müşarün-ileyhin nakş tıraz-ı sahaif eyledikleri manzume-i rikkat engizi derc ve tarihi olan noktaları zirinde îzah eyliyoruz,osmanlica,Hükümdarın süsleyerek yazdığı duygulu manzumenin metnini ve tarihî noktalarını aşağıda açıklıyoruz.
Şu manzume-i yekta takdire sezadır,osmanlica,Bu eşsiz manzume takdire şayandır.
nokta-yı demeviyye zuhûr idüp nâfe muayyen olur,osmanlica,Kan noktası ortaya çıkar ve göbek belirginleşir.
ve bu hâletde ol zebed-i müdevvirin üzerine duman gibi bir buhâr çöküp örümcek ağından ince bir perde-i rakik olup sûret-i cemiyyet-i insâniyyeyi tefrikâdan hıfz içün ihâtâ eder,osmanlica,Bu durumda dönen köpüğün üzerine duman gibi bir buhar çöker örümcek ağı kadar ince bir zar oluşur ve insan şeklinin dağılmasını önlemek için onu sarar.
ve azâdan ibtidâ hüveydâ olan dildir,osmanlica,Organlardan ilk ortaya çıkan dildir.
Bazılar çeşm ü dimağdır bazılar dahi dehândır demişler,osmanlica,Bazıları göz ve beyin der bazıları ise ağız olduğunu söylemiştir.
ve bilcümle hâlet-i evvelide nutfe-i vech-i meşrûh üzre şekl pezir olup hâlet-i sâniyede derûn-ı şikemde olan cild-i rakik ki ana sıfâk derler,osmanlica,İlk durumda nutfe açıklanan şekilde biçim alır ikinci durumda karın içindeki ince deri ki ona sıfâk denir.
nutfe-i zübdiyye üzerinde hâsıl olan nokta-yı demeviyye çökeginde tekevvün eden köpükden istihâle-i mahsûsa ile sûret-i sürreye müstehil olur,osmanlica,Nutfe üzerinde oluşan kan noktası çökünce meydana gelen köpük özel bir dönüşümle göbek şekline dönüşür.
ve hâlet-i sâlisede alaka olur,osmanlica,Üçüncü durumda alaka oluşur.
Alaka dem-i ğaliz derler,osmanlica,Alaka koyu kan olarak adlandırılır.
Ve ta-i vahdet ile alaka bir pâre uyuşuk ve pıhtılaşmış kana derler,osmanlica,Birlik haliyle alaka bir parça uyuşuk ve pıhtılaşmış kan olarak tanımlanır.
ve hâlet-i râbiada alaka muzğa olur,osmanlica,Dördüncü durumda alaka muzğa olur.
Yani guşt-pârelik mertebesine münkalib olur,osmanlica,Yani et parçası haline dönüşür.
ve urûk-ı müteharrik ve asâb-ı zâhire olup rü'esâ-yı azâ olan sûret ve dil ve dimâğ ve ciger âşikâr olur,osmanlica,Hareketli damarlar ve görünen sinirler oluşur başlıca organlar olan yüz dil beyin ve ciğer belirginleşir.
ve hâlet-i hâmsede üstühânlar tekevvün edüp baş omuzdan ve iki bâzû ve eller ile pehlûdan,osmanlica,Beşinci aşamada kemikler oluşur; baş omuzdan iki kol ve ellerle yanlardan ayrılır.
ve iki uyluk dizleri ve ayaklar ile şikemden munfasıl ve her bir uzuv birbirinden mütemeyyiz olup hey'ât-ı insâniyye bi't-tamâm müteşekkil olur,osmanlica,İki uyluk dizler ve ayaklar karından ayrılır ve her uzuv birbirinden farklı hale gelerek insan şekli tamamen oluşur.
Bundan sonra ğaziyye vü nâmiyye kuvveden file gelüp mürekkeb-i rûh-ı insâni olan rûh-ı hayevâniyye müstaid olur,osmanlica,Bundan sonra besleyici ve büyütücü güçler faaliyete geçer ve insan ruhunun bileşeni olan hayvani ruh hazır hale gelir.
ve hâlet-i intikâlde zeker ü ünsâdan esra ü eyyam-ı zuhûrı ekalldir,osmanlica,Geçiş aşamasında erkek ve dişiden hangisinin daha hızlı geliştiği gün sayısı bakımından daha azdır.
zirâ zükûrda olan harâret inâsda olan harâretden eşedd ü ekserdir.,osmanlica,Çünkü erkeklerdeki sıcaklık dişilerdekinden daha güçlü ve fazladır.
Sürat-ı intikâl ise harârete göredir,osmanlica,Geçişin hızı sıcaklığa bağlıdır.
ve vakt-i inkılâbda nutfe-i recül nutfe-i zenden ekvâ ise bi-izn allâhi teâlâ cenin erkek olur,osmanlica,Dönüşüm zamanında erkek nutfesi kadın nutfesinden daha güçlü olursa Allah’ın izniyle cenin erkek olur.
Nutfe-i zen kavi ter olursa cenin dişi olur,osmanlica,Kadın nutfesi daha güçlü olursa cenin dişi olur.
Ammâ mantûk-ı hadis buyurdu ki nutfe-i peder rahm-ı mâdere evvel inse veled zeker olur,osmanlica,Hadiste bildirildiğine göre baba nutfesi anne rahmine önce ulaşırsa çocuk erkek olur.
ve nutfe-i mâder evvel inse ünsâ olur,osmanlica,Anne nutfesi önce ulaşırsa çocuk dişi olur.
ve kesret-i sebeb-i müşâbehet olur,osmanlica,Bu durum benzerliğin çok olmasına sebep olur.
imâm gazâli aleyh elrahme şerh-i Esmâ elḤüsnâ'sında tahrir eylemişler ki cenin batın-ı mâderden kadem-i nihâde-i âlem-i pehnâ olunca sürresi vâsıtasıyla rahm-ı mâderde olan dem ve çirk-âbdan teşerrüb ve takavvi eder,osmanlica,İmam Gazâlî rahmetullahi aleyh Esmâü’l-Hüsnâ şerhinde yazmıştır ki cenin anne karnından geniş dünyaya adım attığında göbeği aracılığıyla rahimdeki kan ve kirli sıvılardan beslenip güçlenir.
ve hengâm-ı hamlın ekser-i evkâtında vech-i püser-i mâderin püştüne vech-i duhter şikemine müteveccihe olup ikisi dahi ellerinin kefini yüzlerine tutup ve zenahatlarin zânularına vaz edüp her tarafı birbiriyle şöyle müctemi ve munkabızdır ki nazar olsa güyâ pür kise-i dehân bestedir,osmanlica,Hamilelik süresince çoğu zaman erkek çocuğun yüzü annenin sırtına kız çocuğun yüzü ise annenin karnına dönüktür; ikisi de ellerini yüzlerine kapatır dizlerini karınlarına çeker ve öyle sıkıca sarılıp toplanmışlardır ki bakıldığında sanki ağzı kapalı bir kese gibidir.
ve vaz-ı hamlın vakti geldikde bi emr allâhü teâlâ rahm-ı mâderden cenine ber-bâd kavi ve mahrec musallat olur ki peçeye hareket-i hurûc husûle gelmekle memerr-i muzikdan ubûr ve fezâ-yı dünyâda zuhûr olur,osmanlica,Doğum zamanı geldiğinde Allah’ın emriyle anne rahminden cenine güçlü bir çıkış yolu ve geçit yöneltilir; böylece doğum hareketi başlar dar geçitten geçerek dünya sahnesine çıkar.
Müteessir oldum,osmanlica,üzüldüm
Hâlet-i ruhiyem pek de müşkül idi,osmanlica,ruh halim oldukça zordu
Teklif-i mezkûr reddolundu,osmanlica,bahsi geçen teklif reddedildi
Bu mesele hakkında tafsilât vermeyeceğim,osmanlica,bu konu hakkında detay vermeyeceğim
Ahvâlim nâziktir,osmanlica,durumum hassastır.
Merfû‘ Şuden-i Mâlikâne-hâ-yi Muhdese bâ Hatt-ı Hümâyûn Pâdişâh-ı âlem-penâh ve şehinşâh-ı müeyyed min indillah cenâb-ı hilâfet meâbları şeref bahşâ-yı evreng-i dîhîm ve fermân fermâ-yı memâlik-i heft iklîm oldukları zamân-ı şeref iktirânda def‘-i mezâlime mübâderet ve neşr-i mekârim ü merâhime mübâşeret buyurup İbrâhim Paşa merhûm ba‘zı şeyatîn-i insin sevk u idlâl ve zâhir-i emîriye nef‘ olmak mülâhazasıyla iğfâlleri hasebiyle zamân-ı vezâretinde peydâ ve keder ü zararının âmmeye sirâyet ü te’sîri hüveydâ olan bid‘at-ı mâlikânelerinin hatt-ı hümâyûn-ı kerâmet makrûn ile ref‘ini fermân ve on seneden mütecâviz zamânda hudûs u zuhûr iden mezâlim ü mekârihin ân-ı vâhidde def‘ ü ref‘i ile kâffe-i ibâdı mesrûr u şâd-mân buyurdular,osmanlica,Padişah hazretleri Allah tarafından desteklenmiş cihanın sığınağı olan halife hükümdarımız devletin yedi iklimine hükmeden yüce şahımız oldukları kutlu zamanda zulümleri ortadan kaldırmaya ve iyilik ile merhameti yaymaya girişmişlerdir. Merhum İbrahim Paşa'nın sadrazamlığı döneminde bazı kötü niyetli insanların yönlendirmesiyle görünüşte fayda sağlayacağı düşüncesiyle ortaya çıkan ve halka zarar verdiği açıkça görülen malikâne uygulamasının kendi el yazısıyla yazdığı (hatt-ı hümâyûn) fermanla kaldırılmasını emretmiştir. On yılı aşkın süredir devam eden bu haksız ve zararlı uygulamaların bir anda ortadan kaldırılmasıyla bütün halkı sevindirmiş ve memnun etmiştir.
Tebdîl ve İbkā-yı Menâsıb-ı Hâcegân-ı Dîvânî Erbâb-ı menâsıbdan İbrâhim Paşa’ya şiddet-i ta‘alluk u intisâbı olanların çerâğ-ı ikbâlleri muntafî ve sâirleri dahi erbâb-ı fitnenin niçelerine giriftâr olup zarûrî encümenlerine duhûl vehminden birer köşede muhtefî olmağla,osmanlica,İbrahim Paşa’ya aşırı bağlı olanların yükselme umutları sönmüş diğerleri ise fitne çıkaranların eline düşerek zorunlu olarak gizlenmişlerdir.
sadr-ı a‘zam hazretleri Sarây-ı Hümâyûn’dan eski Paşa Kapusu’na şeref bahşâ-yı kudûm oldukları gibi tertîb-i esbâb-ı nizâm-ı devlete mübâşeret ve Devlet-i Aliyye hidmetinde sadâkat u istikāmetleri mücerreb ü ma‘lûm olanların kimini makāmında ibkā ve kimisine münâsib olan menâsıbın tevcîhine mübâderet buyurup ve hâcegân-ı dîvândan on dört seneden mütecâviz mektûbî-i sadr-ı âlî baş halîfesi olan Reîs Abdi Efendi zâde Nuh efendiyi gayetle müeddeb ve ahlakı mühezzeb olmağla büyük tezkireci ve divan hacelerinden Şerif Efendiyi defterhane umuruna vukuf tammı olmağla Küçük tezkirecilik makamlarında istihdam ve Mektûbî-i sadr-ı âlî İsmail Efendi’yi cümle miyânında kemâl-i edeb ü iffet ile şöhretine binâen ibkā ile şâd kâm buyurdular,osmanlica,Sadrazam hazretleri Saray-ı Hümayun’dan eski Paşa Kapısı’na onurlu bir şekilde gelmiş devlet düzeninin sağlanması için çalışmalara başlamış ve sadakat ile doğruluğu bilinen kişileri görevlerinde bırakmış veya uygun görevlere atamıştır. Reis Abdi Efendizade Nuh Efendi terbiyeli ve ahlaklı olduğu için büyük tezkirecilik görevine getirilmiş Şerif Efendi defterhane işlerine tam vakıf olduğu için küçük tezkirecilik görevine atanmış İsmail Efendi ise edep ve iffet sahibi olduğu için görevinde bırakılarak memnun edilmiştir.
Osmâniyân’da Siyâvüş Paşa’ya vâkı‘ olan hayf u zulm Allâhü a‘lem bir vezîre dahı vukū‘ bulmuş degildür.,osmanlica,Osmanlı’da Siyavuş Paşa’ya yapılan haksızlık ve zulüm Allah bilir ki başka bir vezire yapılmamıştır.
Şimden girü ne te’essüf müfîd,osmanlica,Bundan sonra üzülmenin faydası yoktur.
El-kıssa-i pür hisse,osmanlica,Hikaye ibret doludur.
gürûh-ı eşkıyâ bu iş dahı böyle olup cürm-i hadesleri yanlarına kaldugundan ziyâde erâzil ve şekāvet kesb ve bî edeb oldılar,osmanlica,Eşkıya grubu bu olayda da suçlarının cezasız kalmasından dolayı daha da azgınlaştı edepsizleşti ve kötülüklerini artırdılar.
Şehr-i İslâmbol esvâklarında el ele virüp her gâhda idi,osmanlica,İstanbul çarşılarında el ele gezip her yerde dolaşırlardı.
Ve her ne metâ‘ ve esbâb-ı akmişe görseler yagma idüp zulm ü ta‘addîleri bîhadden bîrûn ve kıyâsdan efzûn oldı,osmanlica,Ne mal ve eşya görseler yağmalıyorlardı; zulüm ve saldırganlıkları ölçüsüz ve kıyas kabul etmez hale gelmişti.
Bi emri’llâhi tebâreke ve te‘âlâ bir gün iki yeñiçeri nâmında nekbetî bir yorgancı dükkânına varup yorgân bâzâr ider iken bahâsında ticc iderler,osmanlica,Bir gün Allah’ın izniyle iki yeniçeri bir yorgancı dükkânına gidip pazarlık yaparken fiyat konusunda tartıştılar.
Yeñiçeriler yorgâncıya hilâf-ı şer‘ bir eyi şemîle urup yorgânı alup çekilüp gidince hemân evlâd-ı resûlden bir seyyid çelebî yorgâncınıñ feryâdından terahhum eyleyüp,osmanlica,Yeniçeriler yorgancıya dinen uygun olmayan şekilde bir tokat vurup yorganı alıp gittiler; o sırada bir seyyid çelebi yorgancının feryadına acıyıp
Nedür bu süfehâ nekbetî zâlimler tâ’ifesinden çekdigimiz deyüp,osmanlica,Bu ahmak ve uğursuz zalimlerden ne çok çektik?” diyerek
bir agacın evcine bir makramayı baglayup,osmanlica,Bir ağacın tepesine bir örtü bağlayarak
ke’enne bayrak eyleyüp “Ümmet-i Muhammedî olan Sancâk-ı Resûl allâh tahtına cem‘ olsun,osmanlica,Bayrak gibi yapıp “Muhammed ümmeti Resûlullah’ın sancağı altında toplansın” diyerek
nidâsıyla feryâd iderek sarây-ı hudâvendigâra dogrı müteveccih oldı,osmanlica,Bu çağrıyla feryat ederek padişahın sarayına doğru yöneldi.
Meger cümle nâs cüz’î bahâne isterler imiş,osmanlica,Meğer herkes küçük bir bahane arıyormuş.
Hemân gürûh gürûh fevc fevc deryâ misâli mevc urup sarây meydânına yürüdiler.,osmanlica,Derhal grup grup dalga dalga deniz gibi kabarıp saray meydanına yürüdüler.
Meydân-ı sarây ve şehr esvâkları insân ile mâlâmâl oldı.,osmanlica,Saray meydanı ve şehir çarşıları insanla dolup taştı.
Ol gice anda karâr eylediler,osmanlica,O gece orada kalmaya karar verdiler.
İrtesi pâdişâhdan Sancâk-ı Resûl allâh’ı taleb eylediler,osmanlica,Ertesi gün padişahtan Resûlullah’ın sancağını istediler.
Pâdişâh-ı İslâm Sultân Süleymân merhûm havf ü haşyetle Atbâzârî şeyh el-Seyyîd Osmân Efendi rahmet allâhi aleyh hazretlerin Harem tarafından burc-i hisâra çıkarup nidâ eyledi ki,osmanlica,İslam padişahı Sultan Süleyman korku ve saygı içinde Atpazarı şeyhi Seyyid Osman Efendi’yi Harem tarafından hisar burcuna çıkarıp şöyle seslendi:
Ey ma‘şer elnâs! Pâdişâhımız sizlere selâm ider ve su’âl iderler ki bu ictimâ‘larına bâ‘is nedür ve şikâyetleri kimdendür?” deyü buyurırlar” didükde bilcümle çagırlaşup,osmanlica,“Ey ahali! Padişahımız sizlere selam eder ve sorar: Bu toplanmanın sebebi nedir ve şikayetiniz kimdendir?” denildiğinde herkes bir ağızdan
Biz pâdişâhımızdan hoşnûd ve amân üzreyüz İllâ zorba zâlimleri vilâyeti harâb virdiler,osmanlica,Biz padişahımızdan memnunuz ve güvendeyiz; ancak zorba zalimler memleketi harap ettiler.”
Pâdişâh-ı âlem penâhıñ emriyle hakkından gelinmesi içün cem‘ olduk” deyü cevâb virdiler,osmanlica,Âlemin sığınağı olan padişahın emriyle onun hakkından gelmek için toplandık diye cevap verdiler.
Hemân burc-i hisârdan mezkûr Osmân Efendi nidâ idüp,osmanlica,O anda hisarın burcundan adı geçen Osman Efendi seslenerek
Pâdişâhımızıñ ol zâlimlere ve ol bâgīlere kat‘â rızâ-yı hüsrevâneleri yokdur,osmanlica,Padişahımızın o zalimlere ve isyancılara kesinlikle hükümdar rızası yoktur.
Hemân me‘zûnsuz Hakkından geliñ ve sa‘y idiñ deyü fermân iderler,osmanlica,Derhal izinsizce onların hakkından gelin ve gayret gösterin diye emir buyururlar.
Ol ân zorbaları birer birer getürmege başladılar ve her birini dürlü hakāretler ile pâre pâre eylediler,osmanlica,O anda zorba kişileri birer birer getirmeye başladılar ve her birini çeşitli hakaretlerle parçaladılar.
Üc gün içinde nâbûd olup zorba başılar katl olundı,osmanlica,Üç gün içinde yok edildiler ve zorba liderler öldürüldü.
ve Siyâvüş Paşa merhûm katl olundukdan soñra Koca Nişâncı İsmâ‘îl Paşa nâmında bir paşa vezîr olunup bi’lcümle bâkiyyet elseyf olan şehri zorba bahsinden kat‘ eylemişdür,osmanlica,Siyavuş Paşa’nın öldürülmesinden sonra Koca Nişancı İsmail Paşa adlı bir paşa vezir yapıldı ve şehirde kalan tüm zorbalığı kılıçla ortadan kaldırdı.
Hicret ennebiyy el mükerrem teslîmâ hazretlerinüñ biñ yüz senesinde fetret-i zorba ref‘ olmuşdur,osmanlica,Peygamber Efendimizin hicretinin bin yüzüncü yılında zorbalık dönemi sona ermiştir.
iki üç seneden beru Mekteb-i Harbiyenin Erkân-ı Harbiye sınıflarında Tarih-i Fenn-i Harb ve Mühendishane-i Berr-i Hümâyûnda Hidmet-i Seferiye ve Tabiyet elCeyş derslerini okuduyorum.,osmanlica,İki üç yıldır Harbiye Mektebi’nin Erkân-ı Harbiye sınıflarında Savaş Bilimi Tarihi ve Kara Mühendisliği Okulu’nda Sefer Hizmeti ve Orduya Bağlılık derslerini okuyorum.
